"","alabama","alaska","arizona","arkansas","california","colorado","connecticut","delaware","florida","georgia","hawaii","idaho","illinois","indiana","iowa","kansas","kentucky","louisiana","maine","maryland","massachusetts","michigan","minnesota","mississippi","missouri","montana","nebraska","nevada","new hampshire","new jersey","new mexico","new york","north carolina","north dakota","ohio","oklahoma","oregon","pennsylvania","rhode island","south carolina","south dakota","tennessee","texas","utah","vermont","virginia","washington","west virginia","wisconsin","wyoming"
"2020-06-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-07-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-07-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-07-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-09-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-09-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-09-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-09-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-10-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-10-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-10-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-10-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-11-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-11-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-11-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-11-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-11-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-12-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-12-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-12-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-12-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-01-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-01-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-03-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-03-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-03-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-03-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-04-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-04-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-04-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-04-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-05-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-05-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-05-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-05-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-05-31",0.033389647,0.040314127,0.096629404,0.083014354,0.096629404,0.222960308,0.070156179,0.023836583,0.033389647,0.033389647,0.096629404,0.040314127,0.061458763,0.061458763,0.244633347,0.244633347,0.033389647,0.083014354,0.070156179,0.023836583,0.070156179,0.061458763,0.061458763,0.033389647,0.244633347,0.222960308,0.244633347,0.096629404,0.070156179,0.064787276,0.083014354,0.064787276,0.033389647,0.222960308,0.061458763,0.083014354,0.040314127,0.023836583,0.070156179,0.033389647,0.222960308,0.033389647,0.083014354,0.222960308,0.070156179,0.023836583,0.040314127,0.023836583,0.061458763,0.222960308
"2021-06-07",0.060265142,0.087632842,0.144751236,0.194387987,0.144751236,0.327795148,0.081639759,0.056296181,0.060265142,0.060265142,0.144751236,0.087632842,0.107179046,0.107179046,0.452322811,0.452322811,0.060265142,0.194387987,0.081639759,0.056296181,0.081639759,0.107179046,0.107179046,0.060265142,0.452322811,0.327795148,0.452322811,0.144751236,0.081639759,0.134265736,0.194387987,0.134265736,0.060265142,0.327795148,0.107179046,0.194387987,0.087632842,0.056296181,0.081639759,0.060265142,0.327795148,0.060265142,0.194387987,0.327795148,0.081639759,0.056296181,0.087632842,0.056296181,0.107179046,0.327795148
"2021-06-14",0.174600929,0.12495809,0.234574318,0.308369994,0.234574318,0.543668807,0.04925226,0.089878172,0.174600929,0.174600929,0.234574318,0.12495809,0.195470095,0.195470095,0.725136936,0.725136936,0.174600929,0.308369994,0.04925226,0.089878172,0.04925226,0.195470095,0.195470095,0.174600929,0.725136936,0.543668807,0.725136936,0.234574318,0.04925226,0.280419856,0.308369994,0.280419856,0.174600929,0.543668807,0.195470095,0.308369994,0.12495809,0.089878172,0.04925226,0.174600929,0.543668807,0.174600929,0.308369994,0.543668807,0.04925226,0.089878172,0.12495809,0.089878172,0.195470095,0.543668807
"2021-06-21",0.25025937,0.187461883,0.363400489,0.401973397,0.363400489,0.623139322,0.291749299,0.163356259,0.25025937,0.25025937,0.363400489,0.187461883,0.29241544,0.29241544,0.788145185,0.788145185,0.25025937,0.401973397,0.291749299,0.163356259,0.291749299,0.29241544,0.29241544,0.25025937,0.788145185,0.623139322,0.788145185,0.363400489,0.291749299,0.366503268,0.401973397,0.366503268,0.25025937,0.623139322,0.29241544,0.401973397,0.187461883,0.163356259,0.291749299,0.25025937,0.623139322,0.25025937,0.401973397,0.623139322,0.291749299,0.163356259,0.187461883,0.163356259,0.29241544,0.623139322
"2021-06-28",0.426561385,0.313285738,0.5387429,0.543095112,0.5387429,0.77634424,0.350024283,0.338960975,0.426561385,0.426561385,0.5387429,0.313285738,0.466137648,0.466137648,0.870349526,0.870349526,0.426561385,0.543095112,0.350024283,0.338960975,0.350024283,0.466137648,0.466137648,0.426561385,0.870349526,0.77634424,0.870349526,0.5387429,0.350024283,0.557775199,0.543095112,0.557775199,0.426561385,0.77634424,0.466137648,0.543095112,0.313285738,0.338960975,0.350024283,0.426561385,0.77634424,0.426561385,0.543095112,0.77634424,0.350024283,0.338960975,0.313285738,0.338960975,0.466137648,0.77634424
"2021-07-05",0.632585287,0.534893274,0.674223959,0.70186156,0.674223959,0.84784323,0.543009937,0.570126891,0.632585287,0.632585287,0.674223959,0.534893274,0.651560783,0.651560783,0.936733961,0.936733961,0.632585287,0.70186156,0.543009937,0.570126891,0.543009937,0.651560783,0.651560783,0.632585287,0.936733961,0.84784323,0.936733961,0.674223959,0.543009937,0.707049966,0.70186156,0.707049966,0.632585287,0.84784323,0.651560783,0.70186156,0.534893274,0.570126891,0.543009937,0.632585287,0.84784323,0.632585287,0.70186156,0.84784323,0.543009937,0.570126891,0.534893274,0.570126891,0.651560783,0.84784323
"2021-07-12",0.786113381,0.716535568,0.814441144,0.814822137,0.814441144,0.888175488,0.791413307,0.704329729,0.786113381,0.786113381,0.814441144,0.716535568,0.849051595,0.849051595,0.950004697,0.950004697,0.786113381,0.814822137,0.791413307,0.704329729,0.791413307,0.849051595,0.849051595,0.786113381,0.950004697,0.888175488,0.950004697,0.814441144,0.791413307,0.813941658,0.814822137,0.813941658,0.786113381,0.888175488,0.849051595,0.814822137,0.716535568,0.704329729,0.791413307,0.786113381,0.888175488,0.786113381,0.814822137,0.888175488,0.791413307,0.704329729,0.716535568,0.704329729,0.849051595,0.888175488
"2021-07-19",0.865546882,0.831050336,0.874667585,0.8494488,0.874667585,0.933149815,0.9262923,0.847536504,0.865546882,0.865546882,0.874667585,0.831050336,0.880122721,0.880122721,0.961517632,0.961517632,0.865546882,0.8494488,0.9262923,0.847536504,0.9262923,0.880122721,0.880122721,0.865546882,0.961517632,0.933149815,0.961517632,0.874667585,0.9262923,0.853042662,0.8494488,0.853042662,0.865546882,0.933149815,0.880122721,0.8494488,0.831050336,0.847536504,0.9262923,0.865546882,0.933149815,0.865546882,0.8494488,0.933149815,0.9262923,0.847536504,0.831050336,0.847536504,0.880122721,0.933149815
"2021-07-26",0.936790109,0.921873569,0.929020941,0.936577201,0.929020941,0.954039454,0.955724418,0.927567184,0.936790109,0.936790109,0.929020941,0.921873569,0.93992275,0.93992275,0.976834357,0.976834357,0.936790109,0.936577201,0.955724418,0.927567184,0.955724418,0.93992275,0.93992275,0.936790109,0.976834357,0.954039454,0.976834357,0.929020941,0.955724418,0.953928649,0.936577201,0.953928649,0.936790109,0.954039454,0.93992275,0.936577201,0.921873569,0.927567184,0.955724418,0.936790109,0.954039454,0.936790109,0.936577201,0.954039454,0.955724418,0.927567184,0.921873569,0.927567184,0.93992275,0.954039454
"2021-08-02",0.956069112,0.946583629,0.950586021,0.963428617,0.950586021,0.960094631,0.950228572,0.974629641,0.956069112,0.956069112,0.950586021,0.946583629,0.970697284,0.970697284,0.97632134,0.97632134,0.956069112,0.963428617,0.950228572,0.974629641,0.950228572,0.970697284,0.970697284,0.956069112,0.97632134,0.960094631,0.97632134,0.950586021,0.950228572,0.965102196,0.963428617,0.965102196,0.956069112,0.960094631,0.970697284,0.963428617,0.946583629,0.974629641,0.950228572,0.956069112,0.960094631,0.956069112,0.963428617,0.960094631,0.950228572,0.974629641,0.946583629,0.974629641,0.970697284,0.960094631
"2021-08-09",0.959093988,0.967110038,0.957869709,0.949699938,0.957869709,0.974793732,0.977942348,0.983394384,0.959093988,0.959093988,0.957869709,0.967110038,0.972724617,0.972724617,0.971997678,0.971997678,0.959093988,0.949699938,0.977942348,0.983394384,0.977942348,0.972724617,0.972724617,0.959093988,0.971997678,0.974793732,0.971997678,0.957869709,0.977942348,0.973872185,0.949699938,0.973872185,0.959093988,0.974793732,0.972724617,0.949699938,0.967110038,0.983394384,0.977942348,0.959093988,0.974793732,0.959093988,0.949699938,0.974793732,0.977942348,0.983394384,0.967110038,0.983394384,0.972724617,0.974793732
"2021-08-16",0.979133785,0.982151508,0.977684081,0.983445466,0.977684081,1,0.985808015,0.987357795,0.979133785,0.979133785,0.977684081,0.982151508,0.987234652,0.987234652,0.986488521,0.986488521,0.979133785,0.983445466,0.985808015,0.987357795,0.985808015,0.987234652,0.987234652,0.979133785,0.986488521,1,0.986488521,0.977684081,0.985808015,0.987937272,0.983445466,0.987937272,0.979133785,1,0.987234652,0.983445466,0.982151508,0.987357795,0.985808015,0.979133785,1,0.979133785,0.983445466,1,0.985808015,0.987357795,0.982151508,0.987357795,0.987234652,1
"2021-08-23",0.987854898,0.985271692,0.979780674,0.989241004,0.979780674,0.994675875,0.986422479,0.988339961,0.987854898,0.987854898,0.979780674,0.985271692,0.989402115,0.989402115,0.996630073,0.996630073,0.987854898,0.989241004,0.986422479,0.988339961,0.986422479,0.989402115,0.989402115,0.987854898,0.996630073,0.994675875,0.996630073,0.979780674,0.986422479,0.988530636,0.989241004,0.988530636,0.987854898,0.994675875,0.989402115,0.989241004,0.985271692,0.988339961,0.986422479,0.987854898,0.994675875,0.987854898,0.989241004,0.994675875,0.986422479,0.988339961,0.985271692,0.988339961,0.989402115,0.994675875
"2021-08-30",0.992010474,0.990126312,0.984319508,0.992791176,0.984319508,0.996120214,0.990897179,0.992502034,0.992010474,0.992010474,0.984319508,0.990126312,0.992695034,0.992695034,0.997407317,0.997407317,0.992010474,0.992791176,0.990897179,0.992502034,0.990897179,0.992695034,0.992695034,0.992010474,0.997407317,0.996120214,0.997407317,0.984319508,0.990897179,0.991745532,0.992791176,0.991745532,0.992010474,0.996120214,0.992695034,0.992791176,0.990126312,0.992502034,0.990897179,0.992010474,0.996120214,0.992010474,0.992791176,0.996120214,0.990897179,0.992502034,0.990126312,0.992502034,0.992695034,0.996120214
"2021-09-06",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2021-09-13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2021-09-20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2021-09-27",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2021-10-04",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2021-10-11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
